,0,1,2,3,4,5,6,7,8,9,10,11
486,487,Ward LYE (#1269),05:37:49,"NZL
																							|","50-54
(46)","Male 
													(376)",00:32:36,00:06:00,02:59:10,00:01:41,01:58:19,
487,488,Jordan HAYLOCK (#419),05:37:49,"NZL
																							|","25-29
(49)","Male 
													(377)",00:38:55,00:06:28,03:00:26,00:01:59,01:49:59,
488,489,Corey TEAHAN (#114),05:37:55,"NZL
																							|","45-49
(58)","Male 
													(378)",00:37:13,00:07:18,02:50:33,00:02:55,01:59:54,
489,490,Jordan SIEVWRIGHT (#302),05:37:58,"NZL
																							|","18-24
(27)","Male 
													(379)",00:32:22,00:05:24,02:46:57,00:01:26,02:11:46,
490,491,Sian TWIDDY (#935),05:38:05,"NZL
																							|","40-44
(20)","Female 
													(112)",00:35:22,00:06:43,03:00:30,00:01:59,01:53:29,
491,492,Ngaire BAKER (#1163),05:38:17,"NZL
																							|","45-49
(9)","Female 
													(113)",00:36:16,00:06:25,02:57:51,00:01:38,01:56:05,
492,493,Kevin CAMPBELL (#1337),05:38:30,"NZL
																							|","55-59
(24)","Male 
													(380)",00:31:54,00:06:54,02:44:14,00:03:44,02:11:43,
493,494,David METCALFE (#838),05:38:37,"NZL
																							|","40-44
(44)","Male 
													(381)",00:34:30,00:05:32,02:42:22,00:03:32,02:12:40,
494,495,Judith TAYLOR (#1469),05:38:54,"NZL
																							|","60-64
(2)","Female 
													(114)",00:33:39,00:07:44,02:59:15,00:01:47,01:56:28,
495,496,Shane KLINTWORTH (#214),05:39:04,"AUS
																							|","50-54
(47)","Male 
													(382)",00:29:19,00:08:03,02:46:25,00:03:15,02:12:01,
496,497,Darren MANNING (#1270),05:39:05,"NZL
																							|","50-54
(48)","Male 
													(383)",00:39:23,00:09:01,02:56:10,00:02:54,01:51:35,
497,498,Daniell COWLEY (#224),05:39:12,"FJI
																							|","40-44
(45)","Male 
													(384)",00:31:00,00:07:23,02:47:06,00:02:10,02:11:31,
498,499,Ross MITCHELL (#1234),05:39:20,"NZL
																							|","50-54
(49)","Male 
													(385)",00:30:41,00:06:46,02:59:55,00:02:09,01:59:47,
499,500,Mat STOCKWELL (#527),05:39:21,"NZL
																							|","30-34
(52)","Male 
													(386)",00:33:52,00:06:04,02:51:50,00:01:47,02:05:45,
500,501,Andrew OLIVER (#907),05:39:25,"GBR
																							|","40-44
(46)","Male 
													(387)",00:35:59,00:07:05,02:55:58,00:02:09,01:58:12,
501,502,Kellee SANDILANDS (#1139),05:39:37,"NZL
																							|","45-49
(10)","Female 
													(115)",00:40:23,00:07:06,02:54:00,00:02:38,01:55:29,
502,503,Dion HERLIHY (#1092),05:39:46,"NZL
																							|","45-49
(59)","Male 
													(388)",00:37:54,00:11:48,02:50:00,00:03:35,01:56:27,
503,504,Gavin MCCONNELL (#1444),05:39:53,"NZL
																							|","60-64
(13)","Male 
													(389)",00:38:52,00:07:59,02:55:52,00:02:13,01:54:56,
504,505,Ryan WHITE (#1490),05:40:04,"NZL
																							|","18-24
(28)","Male 
													(390)",00:30:44,00:05:57,02:50:12,00:01:29,02:11:41,
505,506,Lee PANNETT (#722),05:40:10,"NZL
																							|","35-39
(58)","Male 
													(391)",00:38:04,00:07:59,02:54:46,00:02:59,01:56:20,
506,507,Kenitiro MUTO (#1019),05:40:18,"JPN
																							|","45-49
(60)","Male 
													(392)",00:36:40,00:07:34,02:56:51,00:04:45,01:54:26,
507,508,William BLACK (#1359),05:40:22,"NZL
																							|","55-59
(25)","Male 
													(393)",00:32:31,00:05:53,03:00:12,00:02:01,01:59:43,
508,509,Rory MAGEE (#193),05:40:27,"NZL
																							|","45-49
(61)","Male 
													(394)",00:39:18,00:06:35,02:51:39,00:02:33,02:00:19,
509,510,Christopher MAUNSELL (#1068),05:40:32,"NZL
																							|","45-49
(62)","Male 
													(395)",00:37:57,00:06:06,02:51:24,00:01:33,02:03:31,
510,511,Roger TWOSE (#1279),05:40:46,"NZL
																							|","50-54
(50)","Male 
													(396)",00:32:26,00:07:11,02:49:28,00:03:31,02:08:09,
511,512,Robbie STEPHENS (#530),05:40:52,"NZL
																							|","30-34
(53)","Male 
													(397)",00:35:04,00:07:21,02:51:00,00:02:16,02:05:09,
512,513,Paul MONK (#856),05:40:56,"NZL
																							|","40-44
(47)","Male 
													(398)",00:30:56,00:05:57,02:52:26,00:01:43,02:09:52,
513,514,Caleb RAPSON NUÑEZ DEL PRADO (#301),05:40:56,"BOL
																							|","18-24
(29)","Male 
													(399)",00:39:09,00:06:22,02:57:36,00:02:25,01:55:22,
514,515,Lynzi ARMSTRONG (#250),05:40:56,"NZL
																							|","35-39
(16)","Female 
													(116)",00:39:13,00:07:27,02:51:49,00:02:17,02:00:08,
515,516,Pablo DE LA VEGA (#555),05:40:57,"FRA
																							|","30-34
(54)","Male 
													(400)",00:38:31,00:06:20,02:48:38,00:01:52,02:05:34,
516,517,Tanja MILLER (#930),05:41:03,"NZL
																							|","40-44
(21)","Female 
													(117)",00:34:58,00:07:43,03:05:04,00:02:14,01:51:02,
517,518,Steve MOSLEY (#751),05:41:12,"NZL
																							|","35-39
(59)","Male 
													(401)",00:38:46,00:07:34,02:47:02,00:02:51,02:04:57,
518,519,Mark MCLELLAN (#1210),05:41:13,"NZL
																							|","50-54
(51)","Male 
													(402)",00:44:20,00:10:25,02:53:22,00:02:13,01:50:51,
519,520,John CLARKSON (#270),05:41:22,"NZL
																							|","50-54
(52)","Male 
													(403)",00:37:02,00:07:58,02:53:59,00:01:57,02:00:25,
520,521,Charlie SQUANCE (#1372),05:41:23,"NZL
																							|","55-59
(26)","Male 
													(404)",00:41:19,00:07:47,02:56:12,00:04:31,01:51:32,
521,522,Frank MULLENGER (#690),05:41:35,"NZL
																							|","35-39
(60)","Male 
													(405)",00:26:48,00:07:02,02:57:22,00:03:00,02:07:21,
522,523,Tamsin HORNE (#494),05:41:42,"NZL
																							|","25-29
(18)","Female 
													(118)",00:33:41,00:06:46,03:13:07,00:01:55,01:46:11,
523,524,Alexey TEPLYAKOV (#568),05:41:58,"RUS
																							|","30-34
(55)","Male 
													(406)",00:39:46,00:07:01,02:59:53,00:01:56,01:53:21,
524,525,Mel CHILDS (#258),05:41:59,"NZL
																							|","40-44
(22)","Female 
													(119)",00:34:36,00:06:15,03:08:34,00:03:14,01:49:17,
525,526,Tyrone DUGMORE (#705),05:42:07,"NZL
																							|","35-39
(61)","Male 
													(407)",00:32:44,00:06:52,02:48:50,00:02:30,02:11:08,
526,527,Hayden MATHESON (#1501),05:42:10,"NZL
																							|","35-39
(62)","Male 
													(408)",00:38:03,00:07:01,02:49:20,00:02:30,02:05:13,
527,528,Brad COURSE (#189),05:42:13,"AUS
																							|","45-49
(63)","Male 
													(409)",00:38:20,00:06:40,02:45:53,00:02:47,02:08:32,
528,529,Scott OLDEN (#194),05:42:13,"USA
																							|","45-49
(64)","Male 
													(410)",00:35:41,00:05:13,02:56:32,00:01:40,02:03:06,
529,530,Rachel MORTON (#1118),05:42:16,"NZL
																							|","45-49
(11)","Female 
													(120)",00:36:06,00:06:30,03:02:53,00:01:38,01:55:07,
530,531,Gemma KENNEDY (#497),05:42:18,"NZL
																							|","25-29
(19)","Female 
													(121)",00:29:49,00:06:11,02:53:22,00:02:03,02:10:51,
531,532,Mario Etorre Jose MARCHADESCH (#364),05:42:21,"PHL
																							|","25-29
(50)","Male 
													(411)",00:37:56,00:06:59,02:54:36,00:02:13,02:00:35,
532,533,Brenda WOTTON (#1293),05:42:23,"NZL
																							|","50-54
(12)","Female 
													(122)",00:37:44,00:06:10,02:56:11,00:02:53,01:59:23,
533,534,Mark MARTIN (#1100),05:42:29,"NZL
																							|","45-49
(65)","Male 
													(412)",00:33:36,00:06:41,02:46:51,00:02:20,02:12:59,
534,535,Darren CONNERY (#408),05:42:39,"IRL
																							|","25-29
(51)","Male 
													(413)",00:36:27,00:07:18,03:04:53,00:01:56,01:52:03,
535,536,Sheryl DES JARDINES (#1410),05:42:39,"NZL
																							|","55-59
(8)","Female 
													(123)",00:35:26,00:07:01,02:48:16,00:02:21,02:09:33,
536,537,Kelsey SABINE (#510),05:42:40,"NZL
																							|","25-29
(20)","Female 
													(124)",00:36:35,00:05:11,03:08:01,00:01:25,01:51:27,
537,538,Hamish BRUTON (#1010),05:43:01,"NZL
																							|","45-49
(66)","Male 
													(414)",00:38:44,00:06:15,02:46:23,00:01:42,02:09:55,
538,539,Michelle MASON (#448),05:43:05,"NZL
																							|","25-29
(21)","Female 
													(125)",00:31:59,00:06:12,03:01:11,00:01:37,02:02:03,
539,540,Lisa GALT (#266),05:43:05,"NZL
																							|","45-49
(12)","Female 
													(126)",00:36:59,00:07:12,02:54:27,00:02:29,02:01:56,
540,541,Greg HADLEY (#1433),05:43:53,"NZL
																							|","60-64
(14)","Male 
													(415)",00:38:31,00:05:45,03:02:20,00:03:18,01:53:57,
541,542,Marco VERSFELD (#923),05:44:00,"NZL
																							|","40-44
(48)","Male 
													(416)",00:36:27,00:06:53,02:49:07,00:03:03,02:08:29,
542,543,Shaun MCCARTHY (#1454),05:44:14,"NZL
																							|","60-64
(15)","Male 
													(417)",00:37:17,00:07:06,02:39:01,00:01:53,02:18:56,
543,544,Mark RIGGALL (#881),05:44:16,"NZL
																							|","40-44
(49)","Male 
													(418)",00:27:40,00:05:45,03:11:32,00:02:24,01:56:52,
544,545,Richard COURT (#925),05:44:18,"GBR
																							|","40-44
(50)","Male 
													(419)",00:36:35,00:07:08,03:04:02,00:03:21,01:53:10,
545,546,Tim JOHNSON (#1430),05:44:39,"USA
																							|","60-64
(16)","Male 
													(420)",00:32:52,00:07:25,02:53:46,00:01:55,02:08:39,
546,547,Ben EDWARDS (#557),05:44:52,"NZL
																							|","30-34
(56)","Male 
													(421)",00:34:46,00:07:23,02:59:07,00:04:27,01:59:08,
547,548,David EGELSTAFF (#412),05:45:03,"GBR
																							|","25-29
(52)","Male 
													(422)",00:37:32,00:05:55,02:58:47,00:01:33,02:01:14,
548,549,Larissa WILDSMITH (#1290),05:45:17,"NZL
																							|","50-54
(13)","Female 
													(127)",00:36:22,00:07:57,02:52:46,00:03:19,02:04:51,
549,550,Patrick HARVEY (#204),05:45:28,"NZL
																							|","50-54
(53)","Male 
													(423)",00:35:29,00:06:42,02:50:43,00:02:20,02:10:11,
550,551,Jon RIGLEY (#1105),05:45:35,"AUS
																							|","45-49
(67)","Male 
													(424)",00:34:13,00:08:09,02:55:42,00:04:30,02:02:59,
551,552,Dave GUNN (#1260),05:45:40,"NZL
																							|","50-54
(54)","Male 
													(425)",00:38:17,00:08:10,02:59:58,00:02:17,01:56:56,
552,553,Sean EDWARDS (#581),05:45:41,"GBR
																							|","30-34
(57)","Male 
													(426)",00:46:38,00:08:37,02:48:34,00:03:15,01:58:35,
553,554,Greg PORCER (#1103),05:45:46,"FRA
																							|","45-49
(68)","Male 
													(427)",00:41:58,00:07:54,02:48:31,00:02:27,02:04:55,
554,555,Aaron MURPHY (#1511),05:45:58,"CAN
																							|","40-44
(51)","Male 
													(428)",00:35:24,00:06:41,02:52:29,00:03:22,02:07:59,
555,556,Adam BLACKIE (#872),05:46:02,"NZL
																							|","40-44
(52)","Male 
													(429)",00:31:42,00:07:38,02:59:09,00:03:28,02:04:03,
556,557,Marianne ELSTON (#1150),05:46:05,"NZL
																							|","45-49
(13)","Female 
													(128)",00:30:06,00:06:45,03:01:22,00:01:21,02:06:29,
557,558,Michael DALY (#578),05:46:13,"IRL
																							|","30-34
(58)","Male 
													(430)",00:35:59,00:07:55,03:10:56,00:03:25,01:47:57,
558,559,Scott BOLAM (#441),05:46:22,"NZL
																							|","25-29
(53)","Male 
													(431)",00:37:16,00:06:16,03:03:46,00:01:37,01:57:25,
559,560,Chris GUNN (#863),05:46:23,"NZL
																							|","40-44
(53)","Male 
													(432)",00:40:46,00:07:06,02:56:39,00:03:36,01:58:14,
560,561,Madeleine HARRIS (#447),05:46:31,"NZL
																							|","25-29
(22)","Female 
													(129)",00:33:45,00:06:34,02:55:24,00:02:03,02:08:44,
561,562,Matt MCLAUGHLIN (#1518),05:46:34,"HKG
																							|","45-49
(69)","Male 
													(433)",00:34:56,00:07:37,02:58:58,00:02:37,02:02:24,
562,563,Cheryl HIRSCHBERG (#1530),05:46:48,"NZL
																							|","55-59
(9)","Female 
													(130)",00:35:02,00:06:25,02:55:33,00:01:25,02:08:21,
563,564,Brice GAUDIN (#583),05:46:48,"FRA
																							|","30-34
(59)","Male 
													(434)",00:44:42,00:06:22,02:46:12,00:01:42,02:07:49,
564,565,Josh NEDELJKOVIC (#427),05:46:58,"HKG
																							|","25-29
(54)","Male 
													(435)",00:37:58,00:07:11,03:09:54,00:03:59,01:47:54,
565,566,Stu HIRST (#1043),05:47:05,"NZL
																							|","45-49
(70)","Male 
													(436)",00:31:40,00:07:17,02:55:41,00:03:57,02:08:27,
566,567,Gareth GREEN (#180),05:47:15,"NZL
																							|","40-44
(54)","Male 
													(437)",00:43:41,00:07:43,02:57:08,00:03:26,01:55:15,
567,568,Angie WALL (#929),05:47:15,"NZL
																							|","40-44
(23)","Female 
													(131)",00:36:58,00:06:16,03:02:00,00:01:29,02:00:31,
568,569,Rebecca BROWN (#487),05:47:29,"NZL
																							|","25-29
(23)","Female 
													(132)",00:38:24,00:07:21,03:08:46,00:02:00,01:50:57,
569,570,Jordan SMART (#1042),05:47:48,"NZL
																							|","45-49
(71)","Male 
													(438)",00:40:04,00:06:37,02:59:55,00:01:47,01:59:24,
570,571,Laura BEANLAND-STEPHENS (#345),05:48:08,"NZL
																							|","18-24
(6)","Female 
													(133)",00:33:21,00:06:23,03:09:02,00:02:17,01:57:04,
571,572,Glenn SHORTLAND (#1358),05:48:15,"NZL
																							|","55-59
(27)","Male 
													(439)",00:41:38,00:08:23,02:40:21,00:03:06,02:14:44,
572,573,Chris NESS (#520),05:48:16,"NZL
																							|","30-34
(60)","Male 
													(440)",00:31:26,00:09:27,02:51:43,00:03:21,02:12:17,
573,574,Greg PYE (#1285),05:48:35,"NZL
																							|","50-54
(55)","Male 
													(441)",00:34:59,00:07:17,02:48:45,00:02:16,02:15:17,
574,575,Mark STANTIALL (#522),05:48:36,"NZL
																							|","30-34
(61)","Male 
													(442)",00:37:22,00:06:38,02:46:02,00:02:36,02:15:56,
575,576,Matt WEBB (#730),05:48:37,"NZL
																							|","35-39
(63)","Male 
													(443)",00:39:32,00:07:50,02:47:59,00:01:57,02:11:18,
576,577,Alan BARNES (#1209),05:48:37,"NZL
																							|","50-54
(56)","Male 
													(444)",00:43:44,00:09:37,03:02:34,00:02:26,01:50:14,
577,578,Sarah Blair (#220),05:49:05,"NZL
																							|","55-59
(10)","Female 
													(134)",00:38:25,00:07:11,02:56:09,00:04:21,02:02:57,
578,579,Anna REDMOND (#509),05:49:11,"NZL
																							|","25-29
(24)","Female 
													(135)",00:36:00,00:07:14,02:55:51,00:02:41,02:07:23,
579,580,Andrew GOOD (#533),05:49:13,"NZL
																							|","30-34
(62)","Male 
													(445)",00:40:21,00:08:29,02:45:08,00:04:09,02:11:03,
580,581,Hanno KOEGELENBERG (#561),05:49:19,"ZAF
																							|","30-34
(63)","Male 
													(446)",00:39:32,00:07:45,02:58:25,00:03:29,02:00:06,
581,582,Jake ALWAY (#304),05:49:22,"AUS
																							|","18-24
(30)","Male 
													(447)",00:50:59,00:08:06,02:54:45,00:02:14,01:53:16,
582,583,Kerry NEWTON (#1465),05:49:24,"NZL
																							|","60-64
(3)","Female 
													(136)",00:32:15,00:06:19,02:52:22,00:01:36,02:16:50,
583,584,Ivan SALIDA (#758),05:49:29,"NZL
																							|","35-39
(64)","Male 
													(448)",00:34:25,00:06:16,02:53:42,00:01:58,02:13:06,
584,585,Thea DAVIES (#781),05:49:48,"GBR
																							|","35-39
(17)","Female 
													(137)",00:38:26,00:05:54,03:00:06,00:02:13,02:03:07,
585,586,Annalie BROWN (#198),05:50:11,"NZL
																							|","45-49
(14)","Female 
													(138)",00:36:19,00:06:43,03:01:04,00:01:56,02:04:07,
586,587,James MORTIMER (#750),05:50:14,"NZL
																							|","35-39
(65)","Male 
													(449)",00:29:47,00:07:56,02:59:22,00:02:40,02:10:27,
587,588,Aaron FERN (#1053),05:50:17,"NZL
																							|","45-49
(72)","Male 
													(450)",00:37:53,00:07:28,02:55:38,00:03:34,02:05:42,
588,589,Shaun BEUTH (#1205),05:50:21,"NZL
																							|","50-54
(57)","Male 
													(451)",00:36:17,00:08:16,02:53:07,00:04:03,02:08:37,
589,590,Julie MACFIE (#815),05:50:22,"NZL
																							|","35-39
(18)","Female 
													(139)",00:33:23,00:06:28,02:54:54,00:02:03,02:13:33,
590,591,Roy EASTON (#1534),05:50:33,"NZL
																							|","45-49
(73)","Male 
													(452)",00:38:59,00:09:24,02:47:59,00:03:24,02:10:45,
591,592,Grant ROLFE (#1106),05:50:48,"NZL
																							|","45-49
(74)","Male 
													(453)",00:34:55,00:08:26,02:49:04,00:03:03,02:15:18,
592,593,Ali MCHUGH (#188),05:50:54,"NZL
																							|","40-44
(24)","Female 
													(140)",00:35:57,00:07:14,03:00:04,00:02:55,02:04:42,
593,594,Dave HAYES (#268),05:50:57,"NZL
																							|","50-54
(58)","Male 
													(454)",00:34:59,00:06:52,02:57:55,00:02:12,02:08:57,
594,595,Mike MANDER (#1040),05:50:59,"NZL
																							|","45-49
(75)","Male 
													(455)",00:31:42,00:06:11,02:47:05,00:02:32,02:23:27,
595,596,Mikayla PARNWELL (#330),05:51:00,"NZL
																							|","18-24
(7)","Female 
													(141)",00:35:59,00:06:13,02:59:55,00:01:35,02:07:16,
596,597,Eric HAYDEN (#587),05:51:01,"USA
																							|","30-34
(64)","Male 
													(456)",00:29:20,00:07:16,02:43:54,00:04:02,02:26:28,
597,598,Marcus BUNN (#864),05:51:09,"NZL
																							|","40-44
(55)","Male 
													(457)",00:42:39,00:08:51,02:53:27,00:03:29,02:02:41,
598,599,Nathan LIVINGSTONE (#1439),05:51:15,"NZL
																							|","60-64
(17)","Male 
													(458)",00:38:01,00:07:47,03:12:36,00:02:02,01:50:47,
599,600,Ian SCOTT (#914),05:51:20,"NZL
																							|","40-44
(56)","Male 
													(459)",00:32:48,00:06:15,02:41:26,00:03:37,02:27:11,
