,0,1,2,3,4,5,6,7,8,9,10,11
1017,1018,Muir MARK ERIC (#1099),06:51:47,"AUS
																							|","45-49
(109)","Male 
													(689)",00:39:27,00:10:48,03:30:13,00:05:23,02:25:53,
1018,1019,Jason COXHEAD (#1254),06:52:10,"NZL
																							|","50-54
(89)","Male 
													(690)",00:39:21,00:09:33,03:08:52,00:04:18,02:50:04,
1019,1020,Andrea SUMNER (#1131),06:52:14,"NZL
																							|","45-49
(49)","Female 
													(330)",00:38:04,00:07:45,03:28:05,00:03:18,02:35:00,
1020,1021,Reinhardt KRUGER (#422),06:52:42,"ZAF
																							|","25-29
(75)","Male 
													(691)",00:37:16,00:09:36,03:25:00,00:04:59,02:35:49,
1021,1022,Nick BARKER (#290),06:53:17,"NZL
																							|","18-24
(37)","Male 
													(692)",00:42:21,00:07:36,03:00:36,00:05:00,02:57:42,
1022,1023,Daniel RANDALL (#606),06:53:43,"NZL
																							|","30-34
(91)","Male 
													(693)",00:43:52,00:10:23,03:10:44,00:08:17,02:40:27,
1023,1024,Kim ASHLEY (#279),06:53:44,"NZL
																							|","60-64
(10)","Female 
													(331)",00:40:43,00:10:25,03:25:15,00:03:56,02:33:23,
1024,1025,Benjamin FIELDING (#582),06:54:15,"USA
																							|","30-34
(92)","Male 
													(694)",00:54:25,00:10:18,03:28:07,00:03:27,02:17:56,
1025,1026,Carla SPALDING (#803),06:54:16,"NZL
																							|","35-39
(37)","Female 
													(332)",00:47:11,00:10:28,03:22:29,00:04:46,02:29:21,
1026,1027,Greg JAMIESON (#1443),06:54:33,"AUS
																							|","60-64
(28)","Male 
													(695)",00:50:02,00:13:23,03:22:44,00:08:21,02:20:00,
1027,1028,Scott OLOFSON (#1070),06:54:34,"USA
																							|","45-49
(110)","Male 
													(696)",00:40:40,00:09:33,03:06:32,00:06:37,02:51:09,
1028,1029,Thomas WOLFF (#1224),06:54:38,"NZL
																							|","50-54
(90)","Male 
													(697)",00:39:50,00:13:11,03:26:26,00:06:10,02:28:59,
1029,1030,Cat WYLDE (#959),06:54:48,"NZL
																							|","40-44
(57)","Female 
													(333)",00:41:16,00:08:18,03:36:25,00:02:19,02:26:28,
1030,1031,Willem CONRADIE (#619),06:55:03,"NZL
																							|","30-34
(93)","Male 
													(698)",00:47:11,00:10:51,03:21:36,00:03:27,02:31:56,
1031,1032,Peter STONEMAN (#1108),06:55:05,"NZL
																							|","45-49
(111)","Male 
													(699)",00:42:10,00:13:38,03:16:18,00:06:50,02:36:06,
1032,1033,Tegan KNIGHTBRIDGE (#334),06:55:17,"NZL
																							|","18-24
(19)","Female 
													(334)",00:40:37,00:06:18,03:31:28,00:01:49,02:35:02,
1033,1034,Joanne LIDDLE (#1152),06:55:57,"GBR
																							|","45-49
(50)","Female 
													(335)",00:46:53,00:07:25,03:42:58,00:04:59,02:13:40,
1034,1035,Jasmine NGAN-SUE (#333),06:57:09,"NZL
																							|","18-24
(20)","Female 
													(336)",00:43:58,00:10:34,03:26:30,00:04:42,02:31:22,
1035,1036,Branden POTGIETER (#909),06:57:51,"NZL
																							|","40-44
(99)","Male 
													(700)",00:40:37,00:11:49,03:25:55,00:03:50,02:35:38,
1036,1037,Aaron GILLIONS (#1018),06:57:53,"NZL
																							|","45-49
(112)","Male 
													(701)",00:43:01,00:07:48,03:03:35,00:04:17,02:59:11,
1037,1038,Heather ALLISON (#1486),06:57:55,"NZL
																							|","65-69
(2)","Female 
													(337)",00:38:35,00:08:10,03:23:42,00:03:49,02:43:36,
1038,1039,Dianne KOWALEWSKI (#1468),06:58:14,"NZL
																							|","60-64
(11)","Female 
													(338)",01:04:33,00:10:44,03:19:53,00:02:36,02:20:27,
1039,1040,Leonie DE GARNHAM (#794),06:58:28,"NZL
																							|","35-39
(38)","Female 
													(339)",00:44:31,00:09:42,03:26:24,00:02:49,02:35:01,
1040,1041,Glenn CROZIER (#1554),06:58:38,|,"55-59
(55)","Male 
													(702)",00:40:04,00:08:54,03:28:44,00:03:22,02:37:31,
1041,1042,Dane CALLAGHAN (#405),06:59:00,"NZL
																							|","25-29
(76)","Male 
													(703)",00:44:08,00:09:21,03:19:04,00:05:18,02:41:06,
1042,1043,Suzanne STOKES (#1404),06:59:23,"NZL
																							|","55-59
(22)","Female 
													(340)",00:39:13,00:09:08,03:25:54,00:03:16,02:41:51,
1043,1044,Vicki JAMIESON (#987),06:59:27,"NZL
																							|","40-44
(58)","Female 
													(341)",00:44:44,00:08:40,03:39:32,00:04:45,02:21:44,
1044,1045,Julia Nancy BRACEGIRDLE (#281),06:59:58,"NZL
																							|","65-69
(3)","Female 
													(342)",00:44:44,00:07:55,03:25:25,00:03:01,02:38:52,
1045,1046,Dougg DIBLEY (#580),07:00:00,"NZL
																							|","30-34
(94)","Male 
													(704)",00:46:10,00:11:11,03:39:04,00:04:15,02:19:17,
1046,1047,Koji SHIGEEDA (#761),07:00:05,"NZL
																							|","35-39
(95)","Male 
													(705)",00:41:00,00:07:54,03:32:04,00:02:27,02:36:38,
1047,1048,Jeannie DUFFY (#1291),07:00:31,"NZL
																							|","50-54
(29)","Female 
													(343)",00:41:17,00:09:26,03:27:16,00:05:31,02:36:59,
1048,1049,Pamela LEE (#1417),07:00:37,"NZL
																							|","55-59
(23)","Female 
													(344)",00:43:14,00:12:55,03:43:57,00:07:16,02:13:13,
1049,1050,Leigh DAVIDSON (#1409),07:00:47,"NZL
																							|","55-59
(24)","Female 
													(345)",00:44:06,00:09:39,03:26:39,00:03:32,02:36:49,
1050,1051,Warren MITCHLEY (#1031),07:01:00,"NZL
																							|","45-49
(113)","Male 
													(706)",00:39:31,00:12:01,03:10:02,00:04:26,02:54:59,
1051,1052,Matt CHRISTIE (#307),07:01:28,"NZL
																							|","18-24
(38)","Male 
													(707)",00:40:28,00:09:40,03:28:40,00:03:31,02:39:06,
1052,1053,Chris GENG (#623),07:02:05,"CHN
																							|","30-34
(95)","Male 
													(708)",00:47:36,00:10:43,03:37:50,00:02:19,02:23:34,
1053,1054,Michael BRANNIGAN (#1367),07:02:13,"NZL
																							|","55-59
(56)","Male 
													(709)",00:42:07,00:11:40,03:27:46,00:08:59,02:31:40,
1054,1055,Mike BUSH (#1442),07:02:22,"NZL
																							|","60-64
(29)","Male 
													(710)",00:44:40,00:09:50,03:34:04,00:03:05,02:30:40,
1055,1056,Jayden HOPKINSON (#420),07:02:37,"NZL
																							|","25-29
(77)","Male 
													(711)",00:46:10,00:09:00,03:07:52,00:03:50,02:55:45,
1056,1057,Emily DEARDEUFF (#961),07:02:39,"USA
																							|","40-44
(59)","Female 
													(346)",00:40:21,00:10:22,03:32:09,00:08:21,02:31:23,
1057,1058,Cameron KEATES (#593),07:02:46,"NZL
																							|","30-34
(96)","Male 
													(712)",00:36:42,00:09:22,03:43:17,00:07:27,02:25:55,
1058,1059,Ulrike BRANDSTÄTTER (#1132),07:02:50,"AUT
																							|","45-49
(51)","Female 
													(347)",00:46:24,00:08:17,03:30:17,00:04:49,02:33:01,
1059,1060,Helena WATTS (#1292),07:03:33,"NZL
																							|","50-54
(30)","Female 
													(348)",00:46:15,00:08:07,03:18:07,00:03:24,02:47:38,
1060,1061,Peter HUGHES (#1448),07:03:48,"NZL
																							|","60-64
(30)","Male 
													(713)",00:47:58,00:11:37,03:28:51,00:04:05,02:31:15,
1061,1062,Lisa STANLEY (#1329),07:04:42,"NZL
																							|","50-54
(31)","Female 
													(349)",00:40:48,00:11:59,03:41:26,00:05:58,02:24:29,
1062,1063,Shaz DAGG (#1319),07:05:03,"NZL
																							|","50-54
(32)","Female 
													(350)",00:43:41,00:08:10,03:25:54,00:03:45,02:43:30,
1063,1064,Jonathan BOWEN (#574),07:05:05,"GBR
																							|","30-34
(97)","Male 
													(714)",00:52:29,00:09:20,03:26:10,00:04:09,02:32:55,
1064,1065,Shane WILKINSON (#1241),07:05:25,"NZL
																							|","50-54
(91)","Male 
													(715)",00:44:39,00:09:55,03:08:49,00:05:07,02:56:53,
1065,1066,Alaina MCGREGOR (#780),07:05:37,"NZL
																							|","35-39
(39)","Female 
													(351)",00:40:52,00:07:52,03:25:29,00:02:19,02:49:03,
1066,1067,Laura HADWEN (#800),07:05:48,"NZL
																							|","35-39
(40)","Female 
													(352)",00:37:35,00:08:31,03:30:50,00:02:35,02:46:14,
1067,1068,Sam LLOYD (#236),07:05:51,"NZL
																							|","18-24
(39)","Male 
													(716)",00:36:14,00:07:58,02:52:58,00:01:53,03:26:45,
1068,1069,Mark BALICH (#889),07:07:02,"NZL
																							|","40-44
(100)","Male 
													(717)",00:42:21,00:08:39,03:28:53,00:05:37,02:41:30,
1069,1070,Anouk ALEXANDER (#1149),07:07:10,"NZL
																							|","45-49
(52)","Female 
													(353)",00:43:08,00:08:16,03:20:42,00:03:09,02:51:53,
1070,1071,Brian CAIN (#179),07:08:15,"USA
																							|","40-44
(101)","Male 
													(718)",00:41:12,00:16:04,03:33:57,00:07:49,02:29:10,
1071,1072,Rachelle YOUNG (#517),07:08:23,"NZL
																							|","25-29
(59)","Female 
													(354)",00:45:33,00:09:22,03:34:07,00:05:06,02:34:14,
1072,1073,Keeva IRVING (#657),07:08:24,"IRL
																							|","30-34
(43)","Female 
													(355)",00:54:50,00:08:39,03:46:37,00:03:44,02:14:32,
1073,1074,Hannah BROWN (#798),07:09:13,"NZL
																							|","35-39
(41)","Female 
													(356)",00:43:26,00:08:37,04:06:59,00:02:58,02:07:12,
1074,1075,Michelle DAWSON (#984),07:09:34,"NZL
																							|","40-44
(60)","Female 
													(357)",00:55:06,00:10:21,03:49:39,00:02:49,02:11:37,
1075,1076,Teri TOMLINSON (#1423),07:09:57,"NZL
																							|","55-59
(25)","Female 
													(358)",00:37:13,00:09:46,03:49:34,00:04:10,02:29:12,
1076,1077,Jasmine ROBINSON (#628),07:10:21,"NZL
																							|","30-34
(44)","Female 
													(359)",00:29:54,00:08:16,03:28:57,00:03:45,02:59:27,
1077,1078,Allan POLLARD (#1199),07:10:49,"GBR
																							|","50-54
(92)","Male 
													(719)",00:40:12,00:08:16,03:14:26,00:03:37,03:04:16,
1078,1079,Memory CRAIG (#1415),07:10:52,"NZL
																							|","55-59
(26)","Female 
													(360)",00:45:26,00:10:17,03:21:07,00:02:46,02:51:14,
1079,1080,Natalie SISSON (#260),07:10:53,"NZL
																							|","40-44
(61)","Female 
													(361)",00:47:23,00:07:58,03:40:43,00:05:38,02:29:09,
1080,1081,Miranda LINTOTT (#1299),07:11:57,"NZL
																							|","50-54
(33)","Female 
													(362)",00:38:49,00:10:02,03:38:43,00:04:12,02:40:09,
1081,1082,Richard GOODALL (#897),07:12:06,"NZL
																							|","40-44
(102)","Male 
													(720)",00:40:35,00:09:28,03:15:17,00:05:40,03:01:03,
1082,1083,Ashleigh COWAN (#341),07:12:17,"NZL
																							|","18-24
(21)","Female 
													(363)",00:37:39,00:09:21,03:36:40,00:03:50,02:44:45,
1083,1084,Margot SCHEUN (#477),07:12:41,"ZAF
																							|","25-29
(60)","Female 
													(364)",00:42:38,00:07:56,03:53:10,00:02:46,02:26:08,
1084,1085,Jo SHORTLAND (#992),07:12:56,"NZL
																							|","40-44
(62)","Female 
													(365)",00:45:31,00:08:14,03:33:12,00:05:14,02:40:43,
1085,1086,Ann EASTCOTT (#1462),07:14:17,"NZL
																							|","60-64
(12)","Female 
													(366)",00:55:39,00:14:29,03:12:41,00:04:30,02:46:57,
1086,1087,Tony CAULFIELD (#1480),07:14:27,"BWA
																							|","65-69
(8)","Male 
													(721)",00:47:31,00:13:26,03:26:13,00:09:12,02:38:03,
1087,1088,Brett BENNETT (#1246),07:14:37,"NZL
																							|","50-54
(93)","Male 
													(722)",00:43:08,00:14:42,03:41:28,00:07:27,02:27:51,
1088,1089,Kee Leong WANG (#927),07:15:01,"SGP
																							|","40-44
(103)","Male 
													(723)",00:35:26,00:14:28,03:22:10,00:05:28,02:57:26,
1089,1090,Tony CHEUNG (#1251),07:15:26,"USA
																							|","50-54
(94)","Male 
													(724)",00:51:23,00:10:49,03:20:43,00:05:44,02:46:46,
1090,1091,Neil CORDING (#896),07:15:32,"NZL
																							|","40-44
(104)","Male 
													(725)",00:45:45,00:09:20,03:18:48,00:08:21,02:53:16,
1091,1092,Murray STEPHENS (#1238),07:15:51,"NZL
																							|","50-54
(95)","Male 
													(726)",00:38:30,00:11:40,03:29:30,00:05:44,02:50:25,
1092,1093,Olga KOLOKOLOVA (#645),07:15:57,"NZL
																							|","30-34
(45)","Female 
													(367)",00:51:37,00:09:28,03:25:00,00:04:52,02:44:59,
1093,1094,Cindy MATULIS (#817),07:17:00,"USA
																							|","35-39
(42)","Female 
													(368)",00:42:51,00:08:14,03:53:56,00:03:08,02:28:49,
1094,1095,Craig RICE (#221),07:17:02,"USA
																							|","60-64
(31)","Male 
													(727)",00:42:31,00:12:40,03:23:57,00:03:35,02:54:17,
1095,1096,Anjali Patel (#938),07:17:03,"IRL
																							|","40-44
(63)","Female 
													(369)",00:44:33,00:09:06,03:48:07,00:03:32,02:31:43,
1096,1097,Erin CAIN (#489),07:17:10,"USA
																							|","25-29
(61)","Female 
													(370)",00:39:58,00:26:17,03:33:18,00:06:05,02:31:31,
1097,1098,Kayla WILSON-MOORE (#648),07:17:25,"NZL
																							|","30-34
(46)","Female 
													(371)",00:37:14,00:10:52,03:39:06,00:04:35,02:45:36,
1098,1099,Lisa MCDOWELL (#802),07:19:50,"NZL
																							|","35-39
(43)","Female 
													(372)",00:41:17,00:10:13,03:41:17,00:04:42,02:42:20,
1099,1100,Kerry GAMBLE (#1151),07:19:58,"NZL
																							|","45-49
(53)","Female 
													(373)",00:35:29,00:08:19,03:45:11,00:02:14,02:48:42,
1100,1101,Jason BISS (#1340),07:20:08,"NZL
																							|","55-59
(57)","Male 
													(728)",00:40:23,00:09:23,03:22:58,00:06:13,03:01:10,
1101,1102,Brydie PARKER (#340),07:20:13,"AUS
																							|","18-24
(22)","Female 
													(374)",00:48:21,00:08:38,03:49:52,00:03:58,02:29:22,
1102,1103,Jurgen BURGER (#403),07:20:40,"NZL
																							|","25-29
(78)","Male 
													(729)",00:32:08,00:10:43,03:34:38,00:03:15,02:59:53,
1103,1104,Tom PEYTON (#709),07:21:15,"NZL
																							|","35-39
(96)","Male 
													(730)",00:40:59,00:09:07,03:27:56,00:03:43,02:59:28,
1104,1105,Jane DEE (#970),07:21:39,"NZL
																							|","40-44
(64)","Female 
													(375)",00:44:06,00:10:25,03:32:21,00:04:49,02:49:56,
1105,1106,Meng Chun WOO (#731),07:21:44,"MYS
																							|","35-39
(97)","Male 
													(731)",00:41:49,00:10:20,03:33:34,00:05:30,02:50:29,
1106,1107,Marguerite MCGUCKIN (#1182),07:22:03,"NZL
																							|","45-49
(54)","Female 
													(376)",00:49:59,00:10:47,03:37:05,00:04:59,02:39:11,
1107,1108,Angela SMITH (#479),07:22:14,"NZL
																							|","25-29
(62)","Female 
													(377)",00:50:34,00:08:15,03:20:22,00:02:11,03:00:50,
1108,1109,Shirley ROLSTON (#75),07:23:25,"NZL
																							|","70-74
(1)","Female 
													(378)",00:49:32,00:10:35,03:35:47,00:03:13,02:44:16,
1109,1110,Lorin MANAHI (#1298),07:23:32,"NZL
																							|","50-54
(34)","Female 
													(379)",00:45:47,00:10:00,03:26:23,00:05:28,02:55:52,
1110,1111,Karen PATTERSON (#1178),07:24:47,"NZL
																							|","45-49
(55)","Female 
													(380)",00:46:34,00:09:48,03:41:40,00:02:47,02:43:57,
1111,1112,Stephen BEPKO (#1076),07:25:26,"NZL
																							|","45-49
(114)","Male 
													(732)",00:38:13,00:13:46,03:42:05,00:08:27,02:42:54,
1112,1113,Kimberley FREEMAN (#463),07:25:32,"NZL
																							|","25-29
(63)","Female 
													(381)",00:38:35,00:10:24,03:43:40,00:04:48,02:48:03,
1113,1114,Zoe STONEMAN (#1180),07:25:37,"NZL
																							|","45-49
(56)","Female 
													(382)",00:35:59,00:09:31,03:53:55,00:04:39,02:41:32,
1114,1115,Brian BOYLE (#140),07:25:38,"NZL
																							|","80+
(1)","Male 
													(733)",00:52:44,00:11:19,03:24:12,00:04:15,02:53:06,
1115,1116,James UDY (#1025),07:25:56,"NZL
																							|","45-49
(115)","Male 
													(734)",00:46:52,00:08:23,03:40:28,00:02:25,02:47:46,
1116,1117,Isabelle CAULFIELD (#490),07:26:21,"BWA
																							|","25-29
(64)","Female 
													(383)",00:35:25,00:14:07,03:54:23,00:07:38,02:34:46,
1117,1118,Chris REED (#621),07:26:30,"NZL
																							|","30-34
(98)","Male 
													(735)",00:54:31,00:09:04,03:26:48,00:02:35,02:53:31,
1118,1119,Carlyle VAN RENSBURG (#1110),07:26:50,"NZL
																							|","45-49
(116)","Male 
													(736)",00:41:40,00:11:02,03:20:58,00:05:48,03:07:20,
1119,1120,Barbara BAKER (#1418),07:28:25,"NZL
																							|","55-59
(27)","Female 
													(384)",00:53:16,00:11:09,03:42:56,00:03:53,02:37:09,
1120,1121,Erin FERRARIS (#518),07:28:29,"CAN
																							|","25-29
(65)","Female 
													(385)",00:38:53,00:09:41,04:04:39,00:04:40,02:30:34,
1121,1122,Mads NOTE (#475),07:28:29,"USA
																							|","25-29
(66)","Female 
													(386)",00:47:01,00:09:59,03:39:23,00:05:27,02:46:36,
1122,1123,Vanessa LOVE (#500),07:29:58,"NZL
																							|","25-29
(67)","Female 
													(387)",00:52:40,00:08:11,03:50:46,00:06:05,02:32:13,
1123,1124,Grant ADLAM (#390),07:30:12,"ZAF
																							|","55-59
(58)","Male 
													(737)",00:40:13,00:11:53,03:26:02,00:03:22,03:08:39,
1124,1125,Mike SANGSTER (#373),07:31:20,"NZL
																							|","25-29
(79)","Male 
													(738)",00:46:44,00:12:34,03:28:26,00:08:16,02:55:18,
1125,1126,Lynley MARTIN (#1123),07:31:39,"NZL
																							|","45-49
(57)","Female 
													(388)",00:48:07,00:10:15,03:28:21,00:05:09,02:59:44,
1126,1127,Brian TOURNIER (#1458),07:32:11,"NZL
																							|","60-64
(32)","Male 
													(739)",00:46:55,00:13:32,03:31:38,00:06:08,02:53:57,
1127,1128,Louise RICKARD (#1399),07:33:20,"NZL
																							|","55-59
(28)","Female 
													(389)",00:47:19,00:09:38,03:36:06,00:04:07,02:56:07,
1128,1129,James LEOMOTU (#1233),07:33:29,"NIU
																							|","50-54
(96)","Male 
													(740)",00:42:52,00:13:16,03:45:14,00:05:08,02:46:57,
1129,1130,Jean HOPKINS (#1126),07:33:40,"NZL
																							|","45-49
(58)","Female 
													(390)",00:41:52,00:12:24,03:41:02,00:07:07,02:51:13,
1130,1131,Katie CLARK (#944),07:34:12,"NZL
																							|","40-44
(65)","Female 
													(391)",01:00:46,00:07:39,03:27:58,00:03:25,02:54:23,
1131,1132,Shane WAY (#617),07:34:27,"NZL
																							|","30-34
(99)","Male 
													(741)",00:35:38,00:08:11,03:48:25,00:05:53,02:56:19,
1132,1133,Graham COWLE (#1364),07:34:38,"NZL
																							|","55-59
(59)","Male 
													(742)",00:49:18,00:14:29,03:37:49,00:06:03,02:46:57,
1133,1134,Nathaniel CHANGCO (#875),07:34:52,"NZL
																							|","40-44
(105)","Male 
													(743)",00:45:53,00:10:41,03:33:03,00:04:28,03:00:45,
1134,1135,Anais DELAFONTAINE (#644),07:36:25,"NZL
																							|","30-34
(47)","Female 
													(392)",00:50:43,00:11:46,03:29:49,00:06:18,02:57:47,
1135,1136,Elmarie SMART (#993),07:36:43,"NZL
																							|","40-44
(66)","Female 
													(393)",00:48:41,00:10:25,03:58:54,00:03:22,02:35:20,
1136,1137,Kelly COUSINS (#982),07:37:14,"NZL
																							|","40-44
(67)","Female 
													(394)",00:47:47,00:10:22,03:31:54,00:04:58,03:02:10,
1137,1138,Megan ALEXANDER (#344),07:37:24,"NZL
																							|","18-24
(23)","Female 
													(395)",00:46:12,00:10:39,03:59:20,00:03:35,02:37:36,
1138,1139,Craig ALEXANDER (#1366),07:37:26,"NZL
																							|","55-59
(60)","Male 
													(744)",00:50:05,00:08:18,03:57:39,00:03:44,02:37:38,
1139,1140,Katrice WARD (#450),07:38:08,"AUS
																							|","25-29
(68)","Female 
													(396)",00:43:17,00:09:58,03:57:39,00:04:10,02:43:03,
1140,1141,Lara MULGREW (#1136),07:38:34,"NZL
																							|","45-49
(59)","Female 
													(397)",00:41:54,00:08:18,03:53:33,00:03:45,02:51:01,
1141,1142,Philip MCGOWAN (#719),07:39:01,"NZL
																							|","35-39
(98)","Male 
													(745)",00:45:25,00:12:58,03:40:15,00:04:50,02:55:31,
1142,1143,Michael EGAN (#1032),07:40:22,"AUS
																							|","45-49
(117)","Male 
													(746)",00:53:04,00:10:47,03:32:44,00:05:52,02:57:54,
1143,1144,Liz MONRAD (#271),07:41:04,"NZL
																							|","50-54
(35)","Female 
													(398)",00:39:24,00:10:52,03:33:53,00:06:13,03:10:40,
1144,1145,Wai Man WONG (#1033),07:42:58,"NZL
																							|","45-49
(118)","Male 
													(747)",00:51:45,00:08:46,03:44:37,00:03:52,02:53:55,
1145,1146,Horiata RAIHANIA (#740),07:43:14,"NZL
																							|","35-39
(99)","Male 
													(748)",00:50:27,00:09:18,03:28:40,00:03:57,03:10:50,
1146,1147,Sharee CARRIE (#1295),07:44:49,"NZL
																							|","50-54
(36)","Female 
													(399)",00:49:12,00:15:21,03:40:26,00:05:31,02:54:17,
1147,1148,Kerris BROWNE (#1302),07:45:34,"NZL
																							|","50-54
(37)","Female 
													(400)",00:46:08,00:17:14,03:45:44,00:04:52,02:51:34,
1148,1149,Heather KING (#1416),07:46:36,"NZL
																							|","55-59
(29)","Female 
													(401)",00:42:33,00:11:36,03:47:38,00:05:05,02:59:43,
1149,1150,Greg JUPP (#879),07:48:18,"NZL
																							|","40-44
(106)","Male 
													(749)",00:35:46,00:11:00,04:13:08,00:03:10,02:45:13,
1150,1151,Hugo LEMOS (#745),07:49:11,"SGP
																							|","35-39
(100)","Male 
													(750)",00:43:39,00:13:01,03:57:31,00:07:23,02:47:35,
1151,1152,Tomie MURAKAMI (#1323),07:51:41,"JPN
																							|","50-54
(38)","Female 
													(402)",00:56:04,00:11:40,03:45:48,00:05:22,02:52:45,
1152,1153,Peter-Paul MAREIKURA (#843),07:52:05,"NZL
																							|","40-44
(107)","Male 
													(751)",01:00:47,00:10:20,03:38:42,00:05:18,02:56:56,
1153,1154,Paul DRABBLE (#1354),07:52:21,"AUS
																							|","55-59
(61)","Male 
													(752)",00:39:29,00:10:34,03:37:55,00:03:14,03:21:07,
1154,1155,Marise GOODWIN (#1311),07:52:23,"NZL
																							|","50-54
(39)","Female 
													(403)",00:45:22,00:11:53,03:44:30,00:04:51,03:05:45,
1155,1156,Robert BROWN (#1440),07:52:48,"NZL
																							|","60-64
(33)","Male 
													(753)",01:06:35,00:12:09,03:22:58,00:04:42,03:06:22,
1156,1157,Ian BROWN (#841),07:55:05,"NZL
																							|","40-44
(108)","Male 
													(754)",00:47:47,00:09:24,03:55:40,00:04:10,02:58:01,
1157,1158,Sophie VANNER (#979),07:57:06,"NZL
																							|","40-44
(68)","Female 
													(404)",00:56:17,00:09:45,03:44:38,00:04:02,03:02:22,
1158,1159,Ian KING (#139),07:58:07,"AUS
																							|","70-74
(3)","Male 
													(755)",00:49:41,00:10:26,03:37:35,00:04:55,03:15:28,
1159,1160,Hannah LUDLOW (#474),08:10:32,"NZL
																							|","25-29
(69)","Female 
													(405)",00:46:36,00:13:51,03:58:05,00:04:20,03:07:38,
1160,1161,Margaret HUTSON (#948),08:16:16,"NZL
																							|","40-44
(69)","Female 
													(406)",00:49:04,00:11:12,03:58:54,00:07:37,03:09:28,
1161,1162,Sonia TE WHARE (#1297),08:28:24,"NZL
																							|","50-54
(40)","Female 
													(407)",00:50:43,00:14:30,03:54:44,00:04:28,03:23:57,
1162,DQ,Chris SEELEY (#1532),05:44:11,"NZL
																							|",60-64,Male,00:35:25,00:06:59,02:45:19,00:01:31,02:14:55,
1163,DQ,William THERON (#728),07:12:33,"ZAF
																							|",35-39,Male,00:49:46,00:08:49,03:24:05,00:07:35,02:42:16,
1164,DQ,Mark PALMER (#753),05:40:21,"NZL
																							|",35-39,Male,00:36:23,00:05:55,02:50:03,00:03:52,02:04:06,
1165,DQ,James MURPHY (#708),,"NZL
																							|",35-39,Male,00:36:12,00:06:32,02:47:18,00:01:24,,
1166,DNF,Scott CAMPBELL (#684),08:13:39,"NZL
																							|",35-39,Male,00:52:24,00:09:02,03:49:15,00:04:07,03:18:49,
1167,DNF,Kathryn CAMPBELL (#643),08:01:25,"NZL
																							|",30-34,Female,00:45:37,00:10:36,03:34:02,00:03:43,03:27:26,
1168,DNF,Nicole YOUMAN (#636),,"NZL
																							|",30-34,Female,00:32:49,00:12:38,02:39:18,00:02:28,,
1169,DNF,Rebecca WOODHOUSE (#632),,"NZL
																							|",30-34,Female,00:36:32,00:07:36,,,,
1170,DNF,Alice WILLIAMS (#668),08:28:08,"NZL
																							|",30-34,Female,01:01:20,00:10:56,03:49:56,00:06:13,03:19:41,
1171,DNF,Gavin SPIERS (#762),,"NZL
																							|",35-39,Male,00:32:23,00:05:05,02:40:29,00:01:46,,
1172,DNF,Justin TITO (#765),07:52:02,"NZL
																							|",35-39,Male,01:12:54,00:10:59,03:34:14,00:04:14,02:49:38,
1173,DNF,David BEDGGOOD (#842),,"NZL
																							|",40-44,Male,00:38:30,00:07:33,02:55:57,00:02:08,,
1174,DNF,Tom BLAND (#847),,"NZL
																							|",40-44,Male,00:31:56,00:05:04,02:35:44,00:01:29,,
1175,DNF,Mia CAMERON (#787),,"NZL
																							|",35-39,Female,00:31:58,00:06:37,03:07:46,00:02:48,,
1176,DNF,Clare FEARNS (#810),,"GBR
																							|",35-39,Female,00:36:50,00:06:01,03:06:07,00:02:03,,
1177,DNF,Matthew DEBENHAM (#866),,"NZL
																							|",40-44,Male,00:46:46,00:10:30,03:20:40,,,
1178,DNF,Dinnie MOEAHU (#904),,"NZL
																							|",40-44,Male,00:52:48,00:16:13,,,,
1179,DNF,Sarah NADOLLEK (#928),,"NZL
																							|",40-44,Female,00:40:09,00:10:10,03:34:24,00:04:07,,
1180,DNF,Nadia MACLAREN (#952),,"NZL
																							|",40-44,Female,00:33:30,00:07:49,03:13:47,00:03:03,,
1181,DNF,Sharon NIKORA (#956),,"NZL
																							|",40-44,Female,,,,,,
1182,DNF,Lynette HORN (#946),08:27:52,"NZL
																							|",40-44,Female,00:37:07,00:14:14,04:19:50,00:04:19,03:12:21,
1183,DNF,Marina NOLA (#973),,"NZL
																							|",40-44,Female,00:36:02,00:05:58,02:51:12,00:01:51,,
1184,DNF,Lynette NOBLE (#990),,"NZL
																							|",40-44,Female,,,,,,
1185,DNF,Robin GORRY (#1008),,"NZL
																							|",45-49,Male,00:35:24,00:05:56,02:35:17,,,
1186,DNF,Eric WONG (#1009),,"AUS
																							|",45-49,Male,,,,,,
1187,DNF,Brian DEE (#1061),,"NZL
																							|",45-49,Male,00:36:15,00:13:13,03:54:02,00:09:11,,
1188,DNF,Richard OLLIVER (#1054),,"NZL
																							|",45-49,Male,00:44:15,00:07:28,02:37:08,,,
1189,DNF,Andy TAYLOR (#1037),,"NZL
																							|",45-49,Male,,,,,,
1190,DNF,Kylie FROST (#1145),08:26:24,"NZL
																							|",45-49,Female,00:47:35,00:11:49,03:50:28,00:06:15,03:30:16,
1191,DNF,Richard WILKINSON (#1111),,"NZL
																							|",45-49,Male,00:33:20,00:05:50,02:48:33,00:01:47,,
1192,DNF,Suet HON (#1175),,"HKG
																							|",45-49,Female,00:51:58,00:17:36,,,,
1193,DNF,Briar DOWNES TUIALII (#1168),,"NZL
																							|",45-49,Female,,,,,,
